_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
055.9719520360027	+32.2166708132795	055.97196311493	0.1557	+32.21678276203	0.0748	216694264159774080	6.9832	0.1491	2.177	0.298	26.001	0.185	0	2.5276e+03	2.7022e+00	17.1816	0.0012	4.7138e+02	1.5294e+01	18.6680	0.0352	3.4377e+03	1.4937e+01	15.9212	0.0047	2.7467							
055.9555965188766	+32.2093064532044	055.95559956190	0.7587	+32.20930746501	0.3924	216694229798468608	0.2448	0.7537	0.598	1.414	0.235	0.880	0	2.1151e+02	1.0952e+00	19.8750	0.0056	1.3434e+02	1.6675e+01	20.0309	0.1348	2.6172e+02	5.8834e+00	18.7173	0.0244	1.3136							
055.9526143536101	+32.2307505643403	055.95263640292	0.2368	+32.23072163962	0.1214	216694298519511168	3.2948	0.2408	4.332	0.452	-6.718	0.289	0	1.8872e+03	4.8283e+00	17.4988	0.0028	2.2456e+02	8.7266e+00	19.4730	0.0422	3.1474e+03	1.6598e+01	16.0170	0.0057	3.4560							
055.9463570652694	+32.2225360079964	055.94637572813	0.1020	+32.22250118897	0.0514	216694298519513088	0.7996	0.1047	3.667	0.193	-8.087	0.125	0	4.1361e+03	4.6240e+00	16.6469	0.0012	1.1818e+03	9.7981e+00	17.6701	0.0090	4.6696e+03	1.9504e+01	15.5887	0.0045	2.0813			3786.75			1.63	0.492
055.9796487929340	+32.2240315132504	055.97966266180	0.5162	+32.22404057214	0.2661	216694264158195072	0.9216	0.5338	2.725	1.032	2.104	0.597	0	3.3359e+02	1.3290e+00	19.3803	0.0043	1.0590e+02	1.4488e+01	20.2891	0.1485	5.0578e+02	1.0048e+01	18.0020	0.0216	2.2871							
055.9635094012756	+32.2192234722986	055.96353458784	0.0552	+32.21919928369	0.0244	216694225503544320	2.9195	0.0518	4.949	0.106	-5.618	0.060	0	2.1202e+05	4.4136e+02	12.3724	0.0023	7.7070e+04	6.0219e+02	13.1342	0.0085	1.9869e+05	1.0747e+03	11.5165	0.0059	1.6177	12.36	11.64	4408.19			1.96	1.311
055.9816898709901	+32.2237010555829	055.98169983109	0.7130	+32.22366832475	0.3782	216694259863660544	-0.2285	0.7332	1.957	1.439	-7.602	0.825	0	2.1295e+02	1.1407e+00	19.8677	0.0058	1.0531e+02	1.1215e+01	20.2953	0.1156	2.8106e+02	9.1714e+00	18.6399	0.0354	1.6553							
055.9611664112914	+32.2184945096003	055.96118869682	0.2304	+32.21839711363	0.1096	216694229800036096	1.9587	0.2324	4.379	0.439	-22.621	0.259	0	1.1775e+03	2.1369e+00	18.0110	0.0020	2.6132e+02	2.1793e+01	19.3085	0.0905	1.8434e+03	1.6730e+01	16.5979	0.0099	2.7106							
055.9710552680448	+32.2183519644955	055.97105763960	1.1615	+32.21833367019	0.5989	216694259863656192	0.9937	1.1811	0.466	2.281	-4.249	1.338	0	1.3637e+02	1.2371e+00	20.3516	0.0098	1.1744e+02	1.0087e+01	20.1769	0.0933	2.1909e+02	1.5016e+01	18.9104	0.0744	1.2665							
055.9784331592169	+32.2279596211743	055.97842850722	1.0277	+32.22794703173	0.4699	216694264158551936	0.0955	0.9802	-0.914	1.911	-2.924	1.220	0	1.4987e+02	1.0769e+00	20.2491	0.0078	1.1305e+02	1.7897e+01	20.2182	0.1719	2.0823e+02	1.4284e+01	18.9656	0.0745	1.2526							
055.9730373241367	+32.2382764339356	055.97303720706	0.3367	+32.23824403463	0.1626	216694431662158080	0.8873	0.3396	-0.023	0.635	-7.525	0.386	0	5.6134e+02	1.4832e+00	18.8153	0.0029	2.0393e+02	1.0015e+01	19.5777	0.0533	6.9497e+02	7.4177e+00	17.6570	0.0116	1.9207							
055.9922804018767	+32.2324351566198	055.99221710310	0.6255	+32.23243937608	0.2887	216694362942684288	1.0456	0.6268	-12.436	1.255	0.980	0.719	0	2.4518e+03	9.5943e+00	17.2147	0.0042	7.7556e+02	8.3477e+00	18.1273	0.0117	3.1717e+03	1.0696e+01	16.0087	0.0037	2.1186							
055.9815494591577	+32.2585665519329	055.98153947996	0.3696	+32.25856474360	0.1783	216694466021913984	0.0702	0.3842	-1.960	0.705	-0.420	0.400	0	4.5814e+02	1.3705e+00	19.0359	0.0032	2.2043e+02	1.4808e+01	19.4932	0.0729	5.2816e+02	9.1762e+00	17.9550	0.0189	1.5382							
055.9961856551780	+32.2392538465378	055.99620931001	0.1321	+32.23922381529	0.0558	216694401598720768	3.0415	0.1344	4.647	0.263	-6.975	0.139	0	2.8875e+03	2.4801e+01	17.0370	0.0093	6.5725e+02	2.1777e+01	18.3071	0.0360	4.1049e+03	1.2395e+02	15.7287	0.0328	2.5784			3762.15				
055.9838847153061	+32.2341955413217	055.98389665150	1.4810	+32.23418413160	0.7258	216694367237872256	0.6618	1.3361	2.345	2.866	-2.650	1.847	0	1.0669e+02	1.3487e+00	20.6180	0.0137	1.1355e+02	1.6148e+01	20.2134	0.1544	1.5298e+02	6.6146e+00	19.3003	0.0469	0.9131							
055.9923199303775	+32.2423426147343	055.99233804244	0.2973	+32.24231595043	0.1309	216694397302628992	2.4961	0.3106	3.558	0.618	-6.193	0.322	0	7.9776e+02	1.8434e+00	18.4337	0.0025	1.4446e+02	1.3405e+01	19.9521	0.1008	1.4042e+03	8.7782e+00	16.8934	0.0068	3.0587							
055.9897755723227	+32.2469138586928	055.98979627141	0.5816	+32.24688627300	0.2657	216694401597125888	2.2189	0.6074	4.066	1.179	-6.407	0.637	0	3.2842e+02	1.5644e+00	19.3973	0.0052	1.0880e+02	1.3946e+01	20.2598	0.1392	6.4357e+02	7.4802e+00	17.7404	0.0126	2.5194							
055.9869272940530	+32.2375629519010	055.98695166617	1.5207	+32.23755932232	0.6817	216694367237872384	-1.3602	1.4247	4.788	2.840	-0.843	1.761	0	1.0947e+02	1.1582e+00	20.5901	0.0115	1.2984e+02	1.1644e+01	20.0679	0.0974	1.7450e+02	9.4786e+00	19.1574	0.0590	0.9105							
055.9870781512913	+32.2411257449987	055.98708470270	0.7644	+32.24109645861	0.4101	216694362942889600	2.1390	0.7645	1.287	1.449	-6.802	0.928	0	1.8575e+02	1.1762e+00	20.0161	0.0069	1.2884e+02	1.1906e+01	20.0763	0.1003	2.9022e+02	9.8872e+00	18.6051	0.0370	1.4712							
055.9696951888596	+32.2448682618581	055.96970932053	2.2140	+32.24485339047	0.7667	216694435957350656	0.6276	2.4276	2.776	3.201	-3.454	2.047	0	9.9384e+01	1.0444e+00	20.6951	0.0114	7.4931e+01	9.3710e+00	20.6647	0.1358	1.4191e+02	1.0521e+01	19.3819	0.0805	1.2828							
055.9860764549561	+32.2544914533811	055.98607867981	1.4247	+32.25444486727	0.6209	216694470317089664	0.6797	1.4293	0.437	3.076	-10.820	1.577	0	1.1048e+02	1.1278e+00	20.5801	0.0111	9.1012e+01	2.4093e+01	20.4536	0.2874	1.9694e+02	9.1649e+00	19.0261	0.0505	1.4276							
056.0391291687243	+32.2386289153737	056.03914273949	1.0092	+32.23862426968	0.4239	216694539037785472	-0.1762	1.0877	2.666	1.917	-1.079	1.162	0	1.8028e+02	1.8875e+00	20.0485	0.0114	1.8735e+02	1.4569e+01	19.6698	0.0844	3.4321e+02	9.5621e+00	18.4230	0.0302	1.2467							
056.0255059120564	+32.2517363217885	056.02553683506	1.3297	+32.25169949207	0.5871	216694607756041344	-0.0023	1.4094	6.074	2.607	-8.554	1.615	0	1.1028e+02	1.0800e+00	20.5821	0.0106	2.0406e+02	2.9970e+01	19.5770	0.1595	2.4538e+02	1.1629e+01	18.7873	0.0515	0.7897							
056.0249798163433	+32.2589373786521	056.02500413310	0.3576	+32.25890700296	0.1682	216694603461518208	2.6328	0.3732	4.776	0.708	-7.055	0.417	0	7.0627e+02	1.7443e+00	18.5659	0.0027	1.7583e+02	1.4402e+01	19.7387	0.0889	1.2828e+03	1.2762e+01	16.9915	0.0108	2.7471							
056.0345454546479	+32.2605575413955	056.03455049018	0.3795	+32.26054905084	0.1827	216694603461535744	-0.0824	0.3968	0.989	0.738	-1.972	0.430	0	4.8134e+02	1.6101e+00	18.9822	0.0036	2.7804e+02	1.5533e+01	19.2411	0.0607	6.6527e+02	5.2997e+00	17.7044	0.0086	1.5367							
056.0347015131000	+32.2325596359900	056.03470151310	31.5159	+32.23255963599	9.2025	216694504676824448							0	7.4912e+01	1.9600e+00	21.0020	0.0284																
056.0369036077160	+32.2695982630495	056.03692999470	0.0643	+32.26957053958	0.0281	216694710836359296	3.0399	0.0628	5.182	0.125	-6.439	0.071	0	3.3218e+04	4.1862e+01	14.3849	0.0014	7.5582e+03	4.0226e+01	15.6553	0.0058	4.0076e+04	1.6709e+02	13.2547	0.0045	2.4007			3648.46	2.7250	1.3690	1.37	0.301
056.0569235085646	+32.2545291259807	056.05690373434	2.4444	+32.25451360876	0.7322	216694642115703168	-5.3104	3.0395	-3.884	3.030	-3.604	1.996	0	1.0948e+02	1.7431e+00	20.5900	0.0173	2.2013e+02	1.2611e+01	19.4947	0.0622	2.7397e+02	2.1204e+01	18.6677	0.0840	0.8270							
056.0565457888463	+32.2567338886412	056.05656897983	0.4679	+32.25669848406	0.2334	216694637821273984	3.9547	0.5611	4.555	0.771	-8.223	0.559	0	5.7612e+02	3.0382e+00	18.7871	0.0057	2.0196e+02	9.7735e+00	19.5882	0.0525	1.0941e+03	1.1403e+01	17.1643	0.0113	2.4239							
056.0477006866990	+32.2720306414403	056.04771491935	0.8965	+32.27198324158	0.4163	216694740900490240	1.1110	0.8958	2.795	1.916	-11.009	0.961	0	1.6122e+02	1.4801e+00	20.1698	0.0100	2.3044e+02	2.4339e+01	19.4450	0.1147	3.2569e+02	9.0585e+00	18.4799	0.0302	0.9651							
056.0567252368150	+32.2650746677059	056.05674695331	0.2554	+32.26504701743	0.1054	216694672181012864	2.6749	0.2349	4.265	0.561	-6.422	0.286	0	1.4747e+03	5.5180e+00	17.7666	0.0041	2.8572e+02	1.7119e+01	19.2115	0.0651	2.6457e+03	3.0455e+01	16.2056	0.0125	3.0060							
056.0554189614801	+32.2720819463737	056.05543245068	0.5418	+32.27208322943	0.2738	216694740900490112	0.5504	0.5950	2.649	1.053	0.298	0.626	0	2.5765e+02	1.9159e+00	19.6608	0.0081	2.6319e+02	1.8325e+01	19.3007	0.0756	4.4177e+02	1.4947e+01	18.1489	0.0367	1.1518							
056.0471645099756	+32.2662648763422	056.04718815657	0.7419	+32.26624837315	0.3776	216694706540751360	-0.6471	0.8270	4.644	1.460	-3.833	0.858	0	1.7589e+02	1.5018e+00	20.0753	0.0093	1.8846e+02	1.3848e+01	19.6634	0.0798	3.3024e+02	1.2965e+01	18.4649	0.0426	1.1985							
056.0145167103655	+32.2564441066855	056.01451742824	1.5690	+32.25646037738	0.6702	216694779554625408	1.0425	1.5154	0.141	3.442	3.779	1.753	0	1.1244e+02	9.6143e-01	20.5610	0.0093	1.5354e+02	1.5684e+01	19.8859	0.1109	2.0054e+02	7.2813e+00	19.0064	0.0394	0.8795							
055.9980791224709	+32.2653156137599	055.99809662810	0.1303	+32.26529599765	0.0574	216694848275314688	2.3491	0.1344	3.438	0.265	-4.556	0.144	0	3.3742e+03	1.2359e+01	16.8679	0.0040	5.0826e+02	1.0679e+01	18.5862	0.0228	4.9352e+03	5.1737e+01	15.5287	0.0114	3.0575			3973.57				
056.0178864504856	+32.2638591073212	056.01782616447	0.3620	+32.26390254178	0.1723	216694809619624704	2.2052	0.3811	-11.840	0.714	10.088	0.417	0	5.1336e+02	1.4595e+00	18.9123	0.0031	1.7295e+02	1.5317e+01	19.7566	0.0962	8.4624e+02	9.0416e+00	17.4432	0.0116	2.3134							
056.0043380931640	+32.2590432419555	056.00431427025	1.0212	+32.25903310668	0.4374	216694775259560064	0.3894	1.0066	-4.679	2.070	-2.354	1.176	0	1.4110e+02	1.1692e+00	20.3146	0.0090	1.1040e+02	1.4432e+01	20.2439	0.1419	2.2493e+02	9.8604e+00	18.8818	0.0476	1.3621							
055.9988948444240	+32.2664146749066	055.99889807776	0.4697	+32.26640788074	0.2330	216694848273714688	0.2056	0.5078	0.635	0.943	-1.578	0.577	0	4.1063e+02	1.4382e+00	19.1547	0.0038	2.0293e+02	1.1174e+01	19.5830	0.0598	5.1233e+02	1.1224e+01	17.9881	0.0238	1.5950							
056.0021852869300	+32.2557968573000	056.00218528693	2.4636	+32.25579685730	1.1176	216694779555970048							0	8.7237e+01	1.1863e+00	20.8366	0.0148	9.3425e+01	1.6003e+01	20.4252	0.1860	1.9477e+02	1.3205e+01	19.0381	0.0736	1.3871							
056.0150880306976	+32.2773837081677	056.01508575945	0.2033	+32.27737795164	0.0928	216694882635051392	0.0697	0.2116	-0.446	0.400	-1.337	0.230	0	1.1243e+03	1.8425e+00	18.0612	0.0018	3.3156e+02	1.2148e+01	19.0500	0.0398	1.4696e+03	1.0655e+01	16.8439	0.0079	2.2060							
056.0405719856031	+32.2869523969788	056.04056677035	0.0823	+32.28692799309	0.0365	216694951354525952	1.1572	0.0835	-1.024	0.163	-5.668	0.093	0	7.5985e+03	5.7389e+00	15.9865	0.0008	2.1183e+03	1.2289e+01	17.0364	0.0063	8.7549e+03	2.3857e+01	14.9063	0.0030	2.1301			3669.00	3.0265	1.5547	1.69	0.468
056.0301730638900	+32.2983652715200	056.03017306389	3.3117	+32.29836527152	1.2814	216695020072905088							0	8.0949e+01	1.6633e+00	20.9178	0.0223	1.7736e+02	2.7734e+01	19.7292	0.1698	1.5172e+02	1.1494e+01	19.3093	0.0823	0.4199							
056.0273585807918	+32.2889825844251	056.02736922035	0.6217	+32.28896680887	0.3395	216694981418681088	0.0815	0.6718	2.089	1.201	-3.664	0.767	0	2.1927e+02	1.3118e+00	19.8359	0.0065	1.9037e+02	1.8639e+01	19.6524	0.1063	3.2447e+02	9.0120e+00	18.4840	0.0302	1.1684							
056.0279554277900	+32.2925347289400	056.02795542779	30.9492	+32.29253472894	10.2777	216695020073204224							0	7.4517e+01	2.8433e+00	21.0077	0.0414																
056.0125282617000	+32.2889812677900	056.01252826170	5.1018	+32.28898126779	2.1349	216694981418751872							0	8.8765e+01	1.4577e+00	20.8178	0.0178	1.0096e+02	2.0615e+01	20.3410	0.2217	1.8284e+02	1.1024e+01	19.1067	0.0655	1.2343							
056.0099702707927	+32.2889008688777	056.00997509908	0.6234	+32.28886620485	0.2847	216694985712662400	0.8397	0.5913	0.948	1.325	-8.051	0.682	0	2.4476e+02	1.1702e+00	19.7165	0.0052	1.2505e+02	1.1303e+01	20.1087	0.0981	3.5993e+02	9.0803e+00	18.3714	0.0274	1.7373							
056.0349367043778	+32.2819448688741	056.03496212224	2.1366	+32.28193090596	0.6633	216694916993688960	2.7524	2.4599	4.991	3.295	-3.243	1.712	0	1.0206e+02	1.2151e+00	20.6662	0.0129	1.5571e+02	1.5635e+01	19.8706	0.1090	2.0861e+02	1.2165e+01	18.9636	0.0633	0.9071							
056.0199709880231	+32.2936247501355	056.01997128344	1.4666	+32.29360761833	0.6947	216694985713166592	1.9943	1.5723	0.058	2.993	-3.979	2.004	0	1.1241e+02	1.2377e+00	20.5614	0.0120	1.6550e+02	2.0101e+01	19.8044	0.1319	1.7916e+02	1.0715e+01	19.1288	0.0649	0.6755							
055.9401468523414	+32.2372670458831	055.94015467094	0.6515	+32.23724927255	0.3547	216695050137446272	0.6437	0.6778	1.536	1.250	-4.128	0.781	0	2.6915e+02	1.2467e+00	19.6134	0.0050	1.1345e+02	6.9409e+00	20.2144	0.0664	3.5539e+02	7.4887e+00	18.3851	0.0229	1.8292							
055.9365747294000	+32.2418470897200	055.93657472940	2.1026	+32.24184708972	0.8736	216695123152009216							0	1.4046e+02	2.7420e+00	20.3195	0.0212	1.2833e+02	1.5167e+01	20.0806	0.1283	3.2930e+02	2.3266e+01	18.4680	0.0767	1.6126							
055.9588041007821	+32.2407039300555	055.95880885524	1.8078	+32.24069664075	0.8063	216695088793615232	0.5669	1.5411	0.934	4.259	-1.693	2.176	0	1.0789e+02	1.2027e+00	20.6059	0.0121	6.4501e+01	7.5263e+00	20.8275	0.1267	1.7638e+02	9.5157e+00	19.1458	0.0586	1.6817							
055.9291580802922	+32.2514869697918	055.92914749604	0.2447	+32.25152678757	0.1185	216695118856938112	1.8246	0.2483	-2.079	0.472	9.248	0.263	0	1.1522e+03	1.9084e+00	18.0345	0.0018	3.0998e+02	8.0897e+00	19.1231	0.0283	1.4058e+03	1.4090e+01	16.8921	0.0109	2.2309							
055.9450505524846	+32.2524154539122	055.94504761493	0.0444	+32.25238966794	0.0191	216695157512966912	1.2679	0.0415	-0.577	0.086	-5.989	0.046	0	3.3536e+04	1.0675e+01	14.3746	0.0003	1.1805e+04	3.8911e+01	15.1712	0.0036	3.2586e+04	4.5291e+01	13.4794	0.0015	1.6918			4213.54			2.06	1.210
055.9372702482107	+32.2420080642598	055.93728819222	0.0994	+32.24201627065	0.0461	216695123153231232	0.7194	0.0970	3.525	0.190	1.906	0.105	0	5.0453e+03	3.7247e+00	16.4311	0.0008	1.6251e+03	8.2952e+00	17.3242	0.0055	5.2717e+03	6.5675e+00	15.4570	0.0014	1.8671			3901.50			1.81	0.686
055.9306636145430	+32.2498122041689	055.93069713836	0.1631	+32.24980078584	0.0772	216695123153230080	0.4210	0.1606	6.585	0.314	-2.652	0.174	0	2.2506e+03	2.6529e+00	17.3076	0.0013	7.0239e+02	6.6403e+00	18.2349	0.0103	2.4600e+03	8.7853e+00	16.2846	0.0039	1.9503							
055.9310111666292	+32.2467704578784	055.93102200487	0.4458	+32.24674221774	0.2293	216695118856933888	-0.2901	0.4628	2.129	0.862	-6.559	0.495	0	4.0974e+02	1.2608e+00	19.1571	0.0033	1.6902e+02	6.1158e+00	19.7815	0.0393	4.8672e+02	6.5366e+00	18.0437	0.0146	1.7378							
055.9431156424900	+32.2278806734600	055.94311564249	11.1446	+32.22788067346	4.1882	216695054432928896							0	7.9755e+01	2.2023e+00	20.9340	0.0300																
055.9494641301935	+32.2454256724106	055.94943307189	1.7000	+32.24541087422	0.7632	216695084499988352	-2.5786	1.6126	-6.101	3.109	-3.437	1.923	0	9.3640e+01	1.0965e+00	20.7597	0.0127	7.2181e+01	8.7743e+00	20.7053	0.1320	1.5128e+02	1.2613e+01	19.3124	0.0905	1.3929							
055.9465548169919	+32.2493804818763	055.94651596824	0.9056	+32.24937670591	0.4955	216695153216876800	-0.3596	1.0000	-7.631	1.772	-0.877	1.106	0	1.8219e+02	1.1701e+00	20.0371	0.0070	8.0485e+01	5.9458e+00	20.5871	0.0802	2.8066e+02	7.1195e+00	18.6415	0.0275	1.9456							
055.9622429235605	+32.2537212242342	055.96225010209	0.3627	+32.25372208104	0.1767	216695187576416512	0.6180	0.3836	1.410	0.718	0.199	0.412	0	5.0954e+02	1.3609e+00	18.9204	0.0029	2.2627e+02	6.4357e+00	19.4648	0.0309	5.5940e+02	1.0684e+01	17.8926	0.0207	1.5722							
055.9556086002844	+32.2667006289111	055.95561002092	0.1542	+32.26669465280	0.0693	216695260592178560	0.4411	0.1555	0.279	0.308	-1.388	0.171	0	2.6593e+03	3.3697e+00	17.1265	0.0014	9.3038e+02	9.1496e+00	17.9297	0.0107	2.7931e+03	1.2467e+01	16.1467	0.0048	1.7830							
055.9550653591647	+32.2699891997834	055.95508142464	0.6253	+32.26997219284	0.3043	216695260592178048	-0.6385	0.6501	3.155	1.238	-3.950	0.708	0	2.8326e+02	1.1949e+00	19.5579	0.0046	1.5894e+02	1.3421e+01	19.8483	0.0917	3.6189e+02	1.1223e+01	18.3655	0.0337	1.4828							
055.9650244239743	+32.2657153683088	055.96507512331	0.0755	+32.26571626818	0.0333	216695226232439552	0.8027	0.0740	9.957	0.150	0.209	0.082	0	8.8727e+03	4.3602e+00	15.8182	0.0005	2.5891e+03	1.1762e+01	16.8185	0.0049	9.6452e+03	1.6651e+01	14.8011	0.0019	2.0174			3709.00			2.55	1.104
055.9533959067315	+32.2643063047039	055.95341633483	0.1458	+32.26427809040	0.0656	216695256295900672	2.9223	0.1480	4.012	0.294	-6.553	0.160	0	4.2289e+03	8.2562e+00	16.6228	0.0021	5.3489e+02	1.1985e+01	18.5307	0.0243	6.3362e+03	3.6316e+01	15.2573	0.0062	3.2734			4433.24				
055.9560618738835	+32.2616950967583	055.95608876773	1.2023	+32.26167362065	0.5876	216695256296547328	1.9627	1.2458	5.282	2.309	-4.988	1.593	0	1.3423e+02	1.0050e+00	20.3687	0.0081	1.0410e+02	2.2698e+01	20.3078	0.2367	2.4014e+02	8.7206e+00	18.8107	0.0394	1.4970							
055.9839523684000	+32.2679205739500	055.98395236840	7.6462	+32.26792057395	2.8372	216695226231623168							0	6.6712e+01	2.0030e+00	21.1279	0.0326																
055.9557540658210	+32.2548279620389	055.95578303485	0.4111	+32.25481992357	0.2013	216695187576417152	0.0329	0.4315	5.690	0.814	-1.867	0.465	0	4.2637e+02	1.2922e+00	19.1139	0.0033	2.1262e+02	9.7746e+00	19.5324	0.0499	4.6708e+02	1.0040e+01	18.0884	0.0233	1.4439							
055.9329785323559	+32.2630170400258	055.93300098156	1.4031	+32.26301616600	0.6111	216695363671522432	-0.7729	1.2999	4.409	2.561	-0.203	1.524	0	1.2174e+02	1.2222e+00	20.4748	0.0109	8.6080e+01	1.1478e+01	20.5141	0.1448	1.8184e+02	1.2785e+01	19.1127	0.0763	1.4014							
055.9122285004980	+32.2561363115480	055.91217069907	0.3459	+32.25609743670	0.1647	216695325015371136	3.6481	0.3641	-11.353	0.634	-9.029	0.344	0	9.0246e+02	1.8787e+00	18.2998	0.0023	1.3466e+02	8.4346e+00	20.0283	0.0680	1.3742e+03	1.2124e+01	16.9168	0.0096	3.1115							
055.9229615559637	+32.2500028165850	055.92286586652	0.0955	+32.24986551676	0.0427	216695329311661056	4.5487	0.0959	-18.796	0.173	-31.889	0.095	1	1.1885e+04	5.6293e+00	15.5008	0.0005	2.9641e+03	1.0900e+01	16.6717	0.0040	1.3703e+04	1.5825e+01	14.4199	0.0013	2.2518			3529.75	0.7290	0.3810	0.61	0.053
055.9196499339922	+32.2498098404696	055.91964002703	0.2658	+32.24982836297	0.1136	216695325015366144	1.3092	0.2924	-1.946	0.434	4.302	0.241	0	1.2657e+03	1.9132e+00	17.9326	0.0016	4.3110e+02	6.7188e+00	18.7649	0.0169	1.3828e+03	9.3468e+00	16.9100	0.0073	1.8549							
055.9236986413334	+32.2711102409095	055.92371038888	0.2093	+32.27109264841	0.0967	216695428094600832	0.9878	0.2214	2.307	0.390	-4.086	0.217	0	1.5866e+03	2.1588e+00	17.6872	0.0015	4.7451e+02	7.8160e+00	18.6608	0.0179	1.8051e+03	1.4543e+01	16.6207	0.0087	2.0401							
055.9305756288204	+32.2775543301426	055.93059734321	0.2465	+32.27752569820	0.0993	216695428094608000	0.2411	0.2337	4.264	0.428	-6.650	0.242	0	1.2918e+03	1.9408e+00	17.9103	0.0016	3.8348e+02	7.5812e+00	18.8920	0.0215	1.4879e+03	1.2032e+01	16.8305	0.0088	2.0615							
055.9117331847471	+32.2651453557793	055.91178789610	1.3139	+32.26507931718	0.6846	216695393740304896	1.6756	1.5932	10.745	2.707	-15.338	1.360	0	1.4497e+02	1.1722e+00	20.2851	0.0088	5.9615e+01	1.0980e+01	20.9130	0.2000	2.5357e+02	6.0508e+00	18.7517	0.0259	2.1613							
055.9238271679841	+32.2594532172427	055.92385414263	0.3927	+32.25944627669	0.1796	216695325015373312	0.5146	0.3886	5.298	0.737	-1.612	0.421	0	6.2637e+02	1.5490e+00	18.6963	0.0027	2.3308e+02	1.0301e+01	19.4326	0.0480	7.0320e+02	1.1416e+01	17.6442	0.0176	1.7884							
055.9200499868300	+32.2828479203800	055.92004998683	2.4652	+32.28284792038	1.0351	216695432389765760							0	9.4224e+01	1.2461e+00	20.7530	0.0144	6.6563e+01	1.0957e+01	20.7933	0.1787	1.4772e+02	3.1935e+00	19.3383	0.0235	1.4550							
055.9495431492601	+32.2991029694570	055.94956495031	0.1076	+32.29907624057	0.0435	216695569829819520	2.9592	0.1173	4.280	0.206	-6.208	0.105	0	8.8169e+03	1.6205e+01	15.8251	0.0020	1.5407e+03	1.4531e+01	17.3821	0.0102	1.1757e+04	5.8776e+01	14.5862	0.0054	2.7959			3922.66			0.57	0.070
055.9421652540539	+32.2784123683453	055.94217252111	0.8316	+32.27841127904	0.3684	216695466750607232	0.2673	1.0268	1.427	1.472	-0.253	0.839	0	2.1819e+02	1.2787e+00	19.8413	0.0064	1.0952e+02	1.2212e+01	20.2526	0.1211	2.6613e+02	1.2706e+01	18.6992	0.0518	1.5534							
055.9295889193447	+32.2965466724374	055.92960847352	0.1561	+32.29653904730	0.0715	216695535470082176	0.1119	0.1649	3.839	0.296	-1.771	0.165	0	2.1871e+03	2.3116e+00	17.3387	0.0011	7.5230e+02	7.2949e+00	18.1604	0.0105	2.2286e+03	1.0261e+01	16.3918	0.0050	1.7686							
055.9508067981016	+32.2907120036528	055.95081807961	0.5314	+32.29070709532	0.2282	216695496814282752	1.1736	0.6291	2.215	0.961	-1.140	0.540	0	4.2728e+02	1.3878e+00	19.1116	0.0035	2.0900e+02	7.4476e+00	19.5510	0.0387	4.7029e+02	1.2347e+01	18.0810	0.0285	1.4700							
055.9536351435500	+32.2812326911300	055.95363514355	10.1904	+32.28123269113	6.2438	216695501109530240							0	6.9176e+01	1.7624e+00	21.0885	0.0277																
055.9453059123624	+32.2820513810380	055.94532111930	0.4362	+32.28204150840	0.1893	216695462454352000	0.2905	0.5249	2.986	0.799	-2.293	0.449	0	4.8382e+02	1.3628e+00	18.9766	0.0031	1.7350e+02	5.9389e+00	19.7531	0.0372	6.2368e+02	1.3778e+01	17.7745	0.0240	1.9786							
055.9493278731345	+32.2898946113544	055.94933194259	0.8870	+32.28988740816	0.4007	216695496814101248	0.1554	1.1317	0.799	1.649	-1.673	0.931	0	1.9130e+02	1.1361e+00	19.9841	0.0064	1.2691e+02	1.0561e+01	20.0927	0.0903	2.2652e+02	1.0384e+01	18.8742	0.0498	1.2185							
055.9547940913713	+32.2935668138572	055.95478156672	0.2761	+32.29357473608	0.1257	216695496814104320	0.0475	0.2948	-2.459	0.559	1.840	0.291	0	7.3000e+02	1.6761e+00	18.5301	0.0025	3.0649e+02	8.2415e+00	19.1354	0.0292	7.6796e+02	1.1381e+01	17.5486	0.0161	1.5868							
055.9940115758700	+32.2909562324800	055.99401157587	1.5535	+32.29095623248	0.7078	216695634253464576							0	8.0286e+03	5.8663e+01	15.9268	0.0079	1.4323e+03	3.2689e+01	17.4613	0.0248	1.3222e+04	1.0229e+02	14.4587	0.0084	3.0026			4431.68				
055.9861700350536	+32.2970838847689	055.98617261241	0.2037	+32.29707013713	0.0973	216695702975387776	0.0264	0.2160	0.506	0.410	-3.193	0.241	0	1.2968e+03	1.9522e+00	17.9062	0.0016	4.4494e+02	1.2262e+01	18.7306	0.0299	1.4507e+03	1.2622e+01	16.8580	0.0094	1.8726							
055.9921529120120	+32.3008849659150	055.99216488245	0.8219	+32.30089732286	0.4023	216695702972541312	-1.2249	0.8604	2.350	1.648	2.870	0.923	0	1.5457e+02	1.0795e+00	20.2156	0.0076	1.6087e+02	1.3706e+01	19.8352	0.0925	2.1013e+02	7.4493e+00	18.9557	0.0385	0.8795							
